Application,Product,Drug,NDA,Marketing,Sponsor,Form,Strength,Ingredient,DocumentType,DocumentDate,DocumentURL
20213,1,MIOCHOL-E,N020213,Prescription,BAUSCH AND LOMB,FOR SOLUTION (OPHTHALMIC),20MG/VIAL,ACETYLCHOLINE CHLORIDE,,,
20263,2,LUPRON DEPOT-PED KIT,N020263,Prescription,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),7.5MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,3,LUPRON DEPOT-PED KIT,N020263,Discontinued,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),"3.75MG,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,4,LUPRON DEPOT-PED KIT,N020263,Discontinued,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),"7.5MG,7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**",LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,5,LUPRON DEPOT-PED KIT,N020263,Prescription,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),11.25MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,6,LUPRON DEPOT-PED KIT,N020263,Prescription,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),15MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,7,LUPRON DEPOT-PED KIT,N020263,Prescription,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),11.25MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20263,8,LUPRON DEPOT-PED KIT,N020263,Prescription,ABBVIE ENDOCRINE INC,POWDER (INTRAMUSCULAR),30MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20351,1,VISIPAQUE 270,N020351,Prescription,GE HEALTHCARE,INJECTABLE (INJECTION),55%,IODIXANOL,,,
20351,2,VISIPAQUE 320,N020351,Prescription,GE HEALTHCARE,INJECTABLE (INJECTION),65.20%,IODIXANOL,,,
20369,1,CILOXAN,N020369,Prescription,NOVARTIS,OINTMENT (OPHTHALMIC),EQ 0.3% BASE,CIPROFLOXACIN HYDROCHLORIDE,Letter,1998-03-30T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20369ltr.pdf
20385,1,NICOTROL,N020385,Prescription,PFIZER INC,"SPRAY, METERED (NASAL)",0.5MG/SPRAY,NICOTINE,,,
20405,1,LANOXIN,N020405,Prescription,CONCORDIA,TABLET (ORAL),0.0625MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20405,2,LANOXIN,N020405,Prescription,CONCORDIA,TABLET (ORAL),0.125MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20405,3,LANOXIN,N020405,Discontinued,CONCORDIA,TABLET (ORAL),0.1875MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20405,4,LANOXIN,N020405,Prescription,CONCORDIA,TABLET (ORAL),0.25MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20405,5,LANOXIN,N020405,Discontinued,CONCORDIA,TABLET (ORAL),0.375MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20405,6,LANOXIN,N020405,Discontinued,CONCORDIA,TABLET (ORAL),0.5MG,DIGOXIN,Review,2010-03-03T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020405_lanoxin_toc.cfm
20411,1,CERVIDIL,N020411,Prescription,FERRING PHARMS INC,"INSERT, EXTENDED RELEASE (VAGINAL)",10MG,DINOPROSTONE,,,
20428,1,AZELEX,N020428,Prescription,ALMIRALL,CREAM (TOPICAL),20%,AZELAIC ACID,Review,2019-02-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020428Orig1s000rev.pdf
20457,1,ETOPOPHOS PRESERVATIVE FREE,N020457,Prescription,CHEPLAPHARM,INJECTABLE (INJECTION),EQ 100MG BASE/VIAL,ETOPOSIDE PHOSPHATE,,,
20471,1,ZYFLO,N020471,Discontinued,CHIESI,TABLET (ORAL),300MG,ZILEUTON,Review,1997-02-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020471Orig1s000rev.pdf
20471,3,ZYFLO,N020471,Prescription,CHIESI,TABLET (ORAL),600MG,ZILEUTON,Review,1997-02-13T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020471Orig1s000rev.pdf
20475,1,RETIN-A MICRO,N020475,Prescription,VALEANT INTL,GEL (TOPICAL),0.10%,TRETINOIN,Review,1997-02-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020475ap.pdf
20475,2,RETIN-A MICRO,N020475,Prescription,VALEANT INTL,GEL (TOPICAL),0.04%,TRETINOIN,Review,1997-02-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020475ap.pdf
20475,3,RETIN-A-MICRO,N020475,Prescription,VALEANT INTL,GEL (TOPICAL),0.08%,TRETINOIN,Review,1997-02-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020475ap.pdf
20475,4,RETIN-A-MICRO,N020475,Prescription,VALEANT INTL,GEL (TOPICAL),0.06%,TRETINOIN,Review,1997-02-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020475ap.pdf
20488,1,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,N020488,Prescription,HOSPIRA,INJECTABLE (INJECTION),1GM/100ML,MAGNESIUM SULFATE,Review,1995-07-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020488_original_approval.pdf
20488,2,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,N020488,Prescription,HOSPIRA,INJECTABLE (INJECTION),2GM/100ML,MAGNESIUM SULFATE,Review,1995-07-01T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020488_original_approval.pdf
20489,1,ANDRODERM,N020489,Discontinued,ALLERGAN,"FILM, EXTENDED RELEASE (TRANSDERMAL)",2.5MG/24HR,TESTOSTERONE,,,
20489,2,ANDRODERM,N020489,Discontinued,ALLERGAN,"FILM, EXTENDED RELEASE (TRANSDERMAL)",5MG/24HR,TESTOSTERONE,,,
20489,3,ANDRODERM,N020489,Prescription,ALLERGAN,"FILM, EXTENDED RELEASE (TRANSDERMAL)",2MG/24HR,TESTOSTERONE,,,
20489,4,ANDRODERM,N020489,Prescription,ALLERGAN,"FILM, EXTENDED RELEASE (TRANSDERMAL)",4MG/24HR,TESTOSTERONE,,,
20517,1,LUPRON DEPOT,N020517,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),22.5MG/VIAL,LEUPROLIDE ACETATE,Review,2006-04-06T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020517_S000_Lupron_Depot.PDF
20517,2,LUPRON DEPOT,N020517,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),30MG/VIAL,LEUPROLIDE ACETATE,Review,2006-04-06T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020517_S000_Lupron_Depot.PDF
20517,3,LUPRON DEPOT,N020517,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),45MG/VIAL,LEUPROLIDE ACETATE,Review,2006-04-06T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020517_S000_Lupron_Depot.PDF
20524,1,MENTAX,N020524,Prescription,MYLAN,CREAM (TOPICAL),1%,BUTENAFINE HYDROCHLORIDE,Review,2019-02-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020524Orig1s000rev.pdf
20529,1,CONDYLOX,N020529,Prescription,ALLERGAN,GEL (TOPICAL),0.50%,PODOFILOX,Label,2018-12-12T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/label/1997/020529s000lbl.pdf
20576,1,CYSTADANE,N020576,Prescription,ORPHAN EUROPE,FOR SOLUTION (ORAL),1GM/SCOOPFUL,BETAINE,Review,2019-02-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020576Orig1s000rev.pdf
20577,1,ELLIOTTS B SOLUTION,N020577,Prescription,LUKARE MEDICAL LLC,INJECTABLE (INTRATHECAL),0.2MG/ML;0.8MG/ML;0.3MG/ML;0.3MG/ML;1.9MG/ML;7.3MG/ML;0.2MG/ML,"CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",,,
20600,1,TAZORAC,N020600,Prescription,ALLERGAN,GEL (TOPICAL),0.05%,TAZAROTENE,Review,2003-08-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020600_tazorac_toc.cfm
20600,2,TAZORAC,N020600,Prescription,ALLERGAN,GEL (TOPICAL),0.10%,TAZAROTENE,Review,2003-08-07T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020600_tazorac_toc.cfm
20616,1,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",20MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,2,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",50MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,3,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",100MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,4,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",30MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,5,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",60MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,6,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",80MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,7,KADIAN,N020616,Discontinued,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",200MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,8,KADIAN,N020616,Prescription,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",10MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,9,KADIAN,N020616,Discontinued,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",40MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,10,KADIAN,N020616,Discontinued,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",70MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,11,KADIAN,N020616,Discontinued,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",130MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20616,12,KADIAN,N020616,Discontinued,ALLERGAN,"CAPSULE, EXTENDED RELEASE (ORAL)",150MG,MORPHINE SULFATE,Other,2012-07-11T00:00:00Z,http://www.accessdata.fda.gov/scripts/cder/rems/index.cfm?event=RemsDetails.page&REMS=17
20629,1,DENAVIR,N020629,Prescription,MYLAN,CREAM (TOPICAL),1%,PENCICLOVIR,Review,2019-02-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020629Orig1s000rev.pdf
20648,1,DIASTAT,N020648,Prescription,BAUSCH,GEL (RECTAL),2.5MG/0.5ML (5MG/ML),DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,2,DIASTAT,N020648,Discontinued,BAUSCH,GEL (RECTAL),5MG/ML (5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,3,DIASTAT,N020648,Discontinued,BAUSCH,GEL (RECTAL),10MG/2ML (5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,4,DIASTAT,N020648,Discontinued,BAUSCH,GEL (RECTAL),15MG/3ML (5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,5,DIASTAT,N020648,Discontinued,BAUSCH,GEL (RECTAL),20MG/4ML (5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,6,DIASTAT ACUDIAL,N020648,Prescription,BAUSCH,GEL (RECTAL),20MG/4ML (5MG/ML),DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20648,7,DIASTAT ACUDIAL,N020648,Prescription,BAUSCH,GEL (RECTAL),10MG/2ML (5MG/ML),DIAZEPAM,Other Important Information from FDA,2006-03-31T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm115425.htm
20659,1,NORVIR,N020659,Prescription,ABBVIE,SOLUTION (ORAL),80MG/ML,RITONAVIR,Review,1997-04-09T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020659Orig1s000rev.pdf
20678,1,CLINIMIX E 2.75/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;33MG/100ML;5GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,2,CLINIMIX E 2.75/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;33MG/100ML;10GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,5,CLINIMIX E 2.75/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;33MG/100ML;25GM/100ML;51MG/100ML;261MG/100ML;217MG/100ML;112MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,8,CLINIMIX E 4.25/5 SULFITE FREE W/ ELECT IN DEXTROSE 5% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;33MG/100ML;5GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,9,CLINIMIX E 4.25/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;33MG/100ML;10GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,11,CLINIMIX E 4.25/20 SULFITE FREE W/ ELECT IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;33MG/100ML;20GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,12,CLINIMIX E 4.25/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;33MG/100ML;25GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,16,CLINIMIX E 5/10 SULFITE FREE W/ ELECT IN DEXTROSE 10% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;33MG/100ML;10GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,17,CLINIMIX E 5/15 SULFITE FREE W/ ELECT IN DEXTROSE 15% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;33MG/100ML;15GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,18,CLINIMIX E 5/20 SULFITE FREE W/ ELECT IN 20% DEXTROSE W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;33MG/100ML;20GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,19,CLINIMIX E 5/25 SULFITE FREE W/ ELECT IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;33MG/100ML;25GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20678,21,CLINIMIX E 5/35 SULFITE FREE W/ ELECT IN DEXTROSE 35% W/ CALCIUM IN PLASTIC CONTAINER,N020678,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;33MG/100ML;35GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML,"AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",Review,2010-01-05T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020678ap.pdf
20700,1,MUSE,N020700,Prescription,MYLAN SPECIALITY LP,SUPPOSITORY (URETHRAL),0.125MG,ALPROSTADIL,,,
20700,2,MUSE,N020700,Prescription,MYLAN SPECIALITY LP,SUPPOSITORY (URETHRAL),0.25MG,ALPROSTADIL,,,
20700,3,MUSE,N020700,Prescription,MYLAN SPECIALITY LP,SUPPOSITORY (URETHRAL),0.5MG,ALPROSTADIL,,,
20700,4,MUSE,N020700,Prescription,MYLAN SPECIALITY LP,SUPPOSITORY (URETHRAL),1MG,ALPROSTADIL,,,
20701,1,CRINONE,N020701,Prescription,ALLERGAN,GEL (VAGINAL),4%,PROGESTERONE,Review,2003-08-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020701_crinone_toc.cfm
20701,2,CRINONE,N020701,Prescription,ALLERGAN,GEL (VAGINAL),8%,PROGESTERONE,Review,2003-08-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020701_crinone_toc.cfm
20708,1,LUPRON DEPOT,N020708,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),11.25MG/VIAL,LEUPROLIDE ACETATE,Review,2003-08-08T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020708_lupron_toc.cfm
20715,1,TRELSTAR,N020715,Prescription,VERITY,INJECTABLE (INTRAMUSCULAR),EQ 3.75MG BASE/VIAL,TRIPTORELIN PAMOATE,Letter,2000-06-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20715ltr.pdf
20727,1,BIDIL,N020727,Prescription,ARBOR PHARMS LLC,TABLET (ORAL),37.5MG;20MG,HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,Letter,2005-06-24T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020727ltr.pdf
20734,1,CLINIMIX 2.75/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;5GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,2,CLINIMIX 2.75/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;10GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,5,CLINIMIX 2.75/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.75%;25GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,7,CLINIMIX 4.25/5 SULFITE FREE IN DEXTROSE 5% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;5GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,8,CLINIMIX 4.25/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;10GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,10,CLINIMIX 4.25/20 SULFITE FREE IN DEXTROSE 20% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;20GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,11,CLINIMIX 4.25/25 SULFITE FREE IN DEXTROSE 25% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),4.25%;25GM/100ML,AMINO ACIDS; DEXTROSE,,,
20734,14,CLINIMIX 5/10 SULFITE FREE IN DEXTROSE 10% IN PLASTIC CONTAINER,N020734,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),5%;10GM/100ML,AMINO ACIDS; DEXTROSE,,,
